ogc_fid,fid,ogc_fid1,ogc_fid0,edname,small_area
1591,1673,12820.0,12820.0,Castleknock-Knockmaroon,267040053
1592,1674,12821.0,12821.0,Castleknock-Park,267041004
1593,1675,12822.0,12822.0,Dún Laoghaire-Sallynoggin South,267073006
1594,1676,12823.0,12823.0,Glencullen,267092033
1595,1677,12824.0,12824.0,Glencullen,267092047
1596,1678,12825.0,12825.0,Foxrock-Carrickmines,267088005
1597,1679,12826.0,12826.0,Palmerston Village,267108002
1598,1680,12827.0,12827.0,Palmerston West,267109011
1599,1681,12828.0,12828.0,Palmerston West,267109014
1600,1682,12829.0,12829.0,Palmerston West,267109018
1601,1683,12830.0,12830.0,Castleknock-Knockmaroon,267040025/01
1602,1684,12831.0,12831.0,Palmerston Village,267108003
1603,1685,12832.0,12832.0,Palmerston Village,267108008
1604,1686,12833.0,12833.0,Blanchardstown-Delwood,267031004
1605,1687,12836.0,12836.0,Castleknock-Park,267041013
1606,1688,12837.0,12837.0,Castleknock-Park,267041012
1607,1689,12838.0,12838.0,Palmerston West,267109013
1608,1690,12839.0,12839.0,Blanchardstown-Coolmine,267029019
1609,1691,12840.0,12840.0,Blanchardstown-Coolmine,267029021
1610,1692,12841.0,12841.0,Blanchardstown-Coolmine,267029025
1611,1693,12842.0,12842.0,Blanchardstown-Coolmine,267029024
1612,1694,12843.0,12843.0,Blanchardstown-Corduff,267030005
1613,1695,12844.0,12844.0,Ballybrack,267015007
1614,1696,12845.0,12845.0,Ballybrack,267015008
1615,1697,12846.0,12846.0,Ballinteer-Broadford,267008008
1616,1698,12847.0,12847.0,Ballinteer-Broadford,267008003
1617,1699,12848.0,12848.0,Palmerston Village,267108012
1618,1700,12849.0,12849.0,Castleknock-Knockmaroon,267040023
1619,1701,12850.0,12850.0,Blanchardstown-Blakestown,267028109
1620,1702,12851.0,12851.0,Drumfinn,268061012
1621,1703,12852.0,12852.0,Castleknock-Park,267041002
1622,1704,12853.0,12853.0,Palmerston West,267109019
1623,1705,12854.0,12854.0,Castleknock-Knockmaroon,267040021
1624,1706,12855.0,12855.0,Castleknock-Park,267041001
1625,1707,12856.0,12856.0,Castleknock-Park,267041003
1626,1708,12857.0,12857.0,Ballinteer-Ludford,267009008
1627,1709,12858.0,12858.0,Dundrum-Sandyford,267080008
1628,1710,12859.0,12859.0,Stillorgan-Kilmacud,267125007
1629,1711,12860.0,12860.0,Blanchardstown-Blakestown,267028008
1630,1712,12861.0,12861.0,Blanchardstown-Blakestown,267028119
1631,1713,12862.0,12862.0,Blanchardstown-Coolmine,267029034
1632,1714,12863.0,12863.0,Blanchardstown-Mulhuddart,267032002
1633,1715,12864.0,12864.0,Blanchardstown-Mulhuddart,267032010
1634,1716,12865.0,12865.0,Rotunda B,268139001/268139013
1635,1717,12866.0,12866.0,Castleknock-Park,267041014/01
1636,1718,12867.0,12867.0,Castleknock-Park,267041016
1637,1719,12868.0,12868.0,Inns Quay B,268081003
1638,1720,12869.0,12869.0,Blanchardstown-Roselawn,267033002
1639,1721,12870.0,12870.0,Foxrock-Carrickmines,267088007
1640,1722,12871.0,12871.0,Foxrock-Carrickmines,267088008
1641,1723,12872.0,12872.0,Merchants Quay E,268102005
1642,1724,12873.0,12873.0,Merchants Quay E,268102009
1643,1725,12874.0,12874.0,Castleknock-Park,267041006
1644,1726,12875.0,12875.0,Castleknock-Knockmaroon,267040025/02
1645,1727,12876.0,12876.0,Castleknock-Knockmaroon,267040011
1646,1728,12877.0,12877.0,Castleknock-Knockmaroon,267040010
1647,1729,12878.0,12878.0,Castleknock-Knockmaroon,267040050
1648,1730,12879.0,12879.0,Castleknock-Knockmaroon,267040016
1649,1731,12880.0,12880.0,Castleknock-Knockmaroon,267040015
1650,1732,12881.0,12881.0,Blanchardstown-Blakestown,267028089
1651,1733,12882.0,12882.0,Castleknock-Knockmaroon,267040014
1652,1734,12883.0,12883.0,Blanchardstown-Blakestown,267028030
1653,1737,12886.0,12886.0,Ballinteer-Broadford,267008004
1654,1738,12887.0,12887.0,Blanchardstown-Blakestown,267028087
1655,1739,12888.0,12888.0,Blanchardstown-Blakestown,267028090
1656,1740,12889.0,12889.0,Blanchardstown-Blakestown,267028031
1657,1741,12890.0,12890.0,Blanchardstown-Blakestown,267028066/01
1658,1742,12891.0,12891.0,Blanchardstown-Blakestown,267028085
1659,1743,12892.0,12892.0,Castleknock-Park,267041008
1660,1744,12893.0,12893.0,Blanchardstown-Blakestown,267028026
1661,1745,12894.0,12894.0,Blanchardstown-Blakestown,267028076
1662,1746,12895.0,12895.0,Blanchardstown-Blakestown,267028116
1664,1748,12896.0,12896.0,North City,268106002
1665,1749,12897.0,12897.0,Castleknock-Knockmaroon,267040009
1666,1750,12898.0,12898.0,Castleknock-Knockmaroon,267040007
1667,1751,12899.0,12899.0,Castleknock-Park,267041010
1668,1752,12900.0,12900.0,Cabra West D,268036001
1669,1753,12901.0,12901.0,Phoenix Park,268118005
1670,1754,12902.0,12902.0,Ushers B,268149001
1671,1755,12903.0,12903.0,Arran Quay D,268004007
1672,1756,12904.0,12904.0,Arran Quay E,268005014
1673,1757,12905.0,12905.0,Blanchardstown-Blakestown,267028015
1674,1758,12906.0,12906.0,Inns Quay A,268080010
1675,1759,12907.0,12907.0,Castleknock-Knockmaroon,267040005
1676,1760,12908.0,12908.0,Blanchardstown-Blakestown,267028044
1677,1761,12909.0,12909.0,Blanchardstown-Blakestown,267028043
1678,1762,12910.0,12910.0,Blanchardstown-Coolmine,267029027
1679,1763,12911.0,12911.0,Blanchardstown-Blakestown,267028006
1680,1764,12912.0,12912.0,Ashtown A,268006040/02
1681,1765,12913.0,12913.0,Ashtown A,268006040/01
1682,1766,12914.0,12914.0,Cabra East C,268032003
1683,1767,12915.0,12915.0,Blanchardstown-Mulhuddart,267032007
1684,1768,12916.0,12916.0,Blanchardstown-Tyrrelstown,267034001/03
1685,1769,12917.0,12917.0,Blanchardstown-Tyrrelstown,267034006
1686,1770,12918.0,12918.0,Blanchardstown-Blakestown,267028097
1687,1771,12919.0,12919.0,Ashtown B,268007001
1688,1772,12920.0,12920.0,Ashtown A,268006002
1689,1773,12921.0,12921.0,Phoenix Park,268118004
1690,1774,12922.0,12922.0,Arran Quay D,268004005
1691,1775,12923.0,12923.0,Ashtown B,268007009
1692,1776,12924.0,12924.0,Blanchardstown-Blakestown,267028059
1693,1777,12925.0,12925.0,Cabra West D,268036007/01
1694,1778,12926.0,12926.0,Ashtown B,268007005
1695,1779,12927.0,12927.0,Cabra West D,268036012
1696,1780,12928.0,12928.0,Cabra West D,268036006
1697,1781,12929.0,12929.0,Finglas South D,268069003
1698,1782,12930.0,12930.0,Arran Quay B,268002011
1699,1783,12931.0,12931.0,Inns Quay B,268081010
1700,1784,12932.0,12932.0,Blanchardstown-Blakestown,267028107
1701,1785,12933.0,12933.0,Arran Quay C,268003012
1702,1786,12934.0,12934.0,Blanchardstown-Blakestown,267028022
1703,1787,12935.0,12935.0,Blanchardstown-Blakestown,267028020
1704,1788,12936.0,12936.0,Blanchardstown-Blakestown,267028060
1705,1789,12937.0,12937.0,Arran Quay D,268004002/268004008/268004013
1706,1790,12938.0,12938.0,Blanchardstown-Blakestown,267028057
1707,1791,12939.0,12939.0,Blanchardstown-Blakestown,267028054
1708,1792,12940.0,12940.0,Blanchardstown-Delwood,267031018
1709,1793,12941.0,12941.0,Blanchardstown-Coolmine,267029011
1710,1794,12942.0,12942.0,Cabra East A,268030002
1711,1795,12943.0,12943.0,Cabra West D,268036011
1712,1796,12944.0,12944.0,Cabra West B,268034001
1713,1797,12945.0,12945.0,Blanchardstown-Blakestown,267028092
1714,1798,12946.0,12946.0,Arran Quay C,268003015
1715,1799,12947.0,12947.0,Ashtown A,268006037
1716,1800,12948.0,12948.0,Blanchardstown-Tyrrelstown,267034005
1717,1801,12949.0,12949.0,Blanchardstown-Coolmine,267029002
1718,1802,12950.0,12950.0,Blanchardstown-Coolmine,267029017
1719,1803,12951.0,12951.0,Palmerston West,267109009
1720,1804,12952.0,12952.0,Cabra West C,268035004
1721,1805,12953.0,12953.0,Blanchardstown-Blakestown,267028048
1722,1806,12954.0,12954.0,Blanchardstown-Blakestown,267028099
1723,1807,12955.0,12955.0,Blanchardstown-Tyrrelstown,267034001/02
1724,1808,12956.0,12956.0,Blanchardstown-Coolmine,267029028
1725,1809,12957.0,12957.0,Blanchardstown-Mulhuddart,267032012
1726,1810,12958.0,12958.0,Castleknock-Knockmaroon,267040026
1727,1811,12959.0,12959.0,Cabra West A,268033004
1728,1812,12960.0,12960.0,Castleknock-Knockmaroon,267040063
1729,1813,12961.0,12961.0,Ashtown B,268007004
1730,1814,12962.0,12962.0,Blanchardstown-Blakestown,267028036
1731,1815,12963.0,12963.0,Finglas South D,268069001
1732,1816,12964.0,12964.0,Ashtown A,268006035
1733,1817,12965.0,12965.0,Ashtown A,268006034
1734,1818,12966.0,12966.0,Cabra East C,268032007
1735,1819,12967.0,12967.0,Palmerston West,267109012
1736,1820,12968.0,12968.0,Cabra West A,268033005
1737,1821,12969.0,12969.0,Palmerston Village,267108009
1738,1822,12970.0,12970.0,Blanchardstown-Coolmine,267029010
1739,1823,12971.0,12971.0,Ashtown B,268007003
1740,1824,12972.0,12972.0,Blanchardstown-Coolmine,267029012
1741,1825,12973.0,12973.0,Pembroke West C,268117003
1742,1826,12974.0,12974.0,Pembroke East E,268114011
1743,1827,12975.0,12975.0,Pembroke East E,268114010
1744,1828,12976.0,12976.0,Pembroke East B,268111008
1745,1829,12977.0,12977.0,Royal Exchange B,268141003
1746,1830,12978.0,12978.0,Pembroke East B,268111001
1747,1831,12979.0,12979.0,Pembroke West B,268116013
1748,1832,12980.0,12980.0,Pembroke East B,268111002
1749,1833,12981.0,12981.0,Pembroke East B,268111005
1750,1834,12982.0,12982.0,Pembroke East C,268112008
1751,1835,12983.0,12983.0,Dalkey Upper,267061005
1752,1836,12984.0,12984.0,Clontarf West B,268047005
1753,1837,12985.0,12985.0,Beaumont D,268024001
1754,1838,12986.0,12986.0,Clontarf East B,268042007
1756,1840,12987.0,12987.0,Clontarf East D,268044002
1757,1841,12988.0,12988.0,Pembroke East B,268111007
1758,1842,12989.0,12989.0,Pembroke East D,268113017/03
1759,1843,12990.0,12990.0,Castleknock-Knockmaroon,267040018
1760,1844,12991.0,12991.0,Dún Laoghaire-Sandycove,267076002
1761,1845,12992.0,12992.0,Dún Laoghaire-Sandycove,267076003
1762,1846,12993.0,12993.0,Dún Laoghaire-Glenageary,267069003
1763,1847,12996.0,12996.0,Castleknock-Knockmaroon,267040045
1764,1848,12997.0,12997.0,Blanchardstown-Blakestown,267028001
1765,1849,12998.0,12998.0,Blanchardstown-Delwood,267031015
1766,1850,12999.0,12999.0,Blanchardstown-Delwood,267031003
1767,1851,13000.0,13000.0,Castleknock-Knockmaroon,267040017
1768,1852,13002.0,13002.0,Rush,267118013
1770,1854,13003.0,13003.0,Rush,267118007
1772,1856,13004.0,13004.0,Rush,267118016
1773,1857,13005.0,13005.0,Balbriggan Urban,267003008
1774,1858,13009.0,13009.0,Rush,267118024
1775,1859,13017.0,13017.0,Swords-Lissenhall,267133004
1776,1860,13018.0,13018.0,Swords-Forrest,267132034
1777,1861,13019.0,13019.0,Balbriggan Rural,267002036
1778,1862,13020.0,13020.0,Balbriggan Rural,267002028
1779,1863,13029.0,13029.0,Swords-Seatown,267134006
1780,1864,13030.0,13030.0,Swords-Seatown,267134020
1781,1865,13031.0,13031.0,Swords-Seatown,267134022
1782,1866,13040.0,13040.0,Balbriggan Rural,267002047
1783,1867,13041.0,13041.0,Balbriggan Urban,267003017
1784,1868,13044.0,13044.0,Balbriggan Rural,267002007
1785,1869,13045.0,13045.0,Balbriggan Rural,267002012
1786,1870,13046.0,13046.0,Balbriggan Rural,267002017
1787,1871,13047.0,13047.0,Rush,267118012
1788,1872,13048.0,13048.0,Rush,267118010
1790,1874,13049.0,13049.0,Balbriggan Rural,267002040
1791,1875,13050.0,13050.0,Balbriggan Rural,267002039
1792,1876,13051.0,13051.0,Balbriggan Urban,267003022
1793,1877,13056.0,13056.0,Balbriggan Rural,267002042
1794,1878,13067.0,13067.0,Balbriggan Rural,267002043
1795,1879,13070.0,13070.0,Balbriggan Urban,267003001
1796,1880,13084.0,13084.0,Lusk,267104004
1797,1881,13120.0,13120.0,Donabate,267065015
1798,1882,13122.0,13122.0,Donabate,267065013
1799,1883,13123.0,13123.0,Donabate,267065003
1800,1884,13448.0,13448.0,Holmpatrick,267094010
1801,1885,13449.0,13449.0,Skerries,267123005
1802,1886,13499.0,13499.0,Skerries,267123009
1803,1887,13500.0,13500.0,Skerries,267123027
1805,1889,13501.0,13501.0,Skerries,267123013
1806,1890,13568.0,13568.0,Balbriggan Urban,267003019
1807,1891,13573.0,13573.0,Skerries,267123023
1808,1892,13574.0,13574.0,Holmpatrick,267094012
1809,1893,13575.0,13575.0,Holmpatrick,267094011
1810,1894,13576.0,13576.0,Skerries,267123020
1812,1896,13577.0,13577.0,Skerries,267123019
1813,1897,13578.0,13578.0,Skerries,267123014
1814,1898,13618.0,13618.0,Balbriggan Urban,267003003
1815,1899,13619.0,13619.0,Balbriggan Urban,267003011
1816,1900,13620.0,13620.0,Balbriggan Urban,267003013
1818,1902,13621.0,13621.0,Balbriggan Urban,267003009
1819,1903,13671.0,13671.0,Balbriggan Urban,267003005
1820,1904,13672.0,13672.0,Balbriggan Urban,267003024
1821,1905,13678.0,13678.0,Skerries,267123003
1822,1906,13704.0,13704.0,Skerries,267123018
1823,1907,13717.0,13717.0,Skerries,267123026
1825,1909,13729.0,13729.0,Skerries,267123022
1826,1910,13730.0,13730.0,Skerries,267123024
1827,1911,13805.0,13805.0,Balbriggan Urban,267003025
1828,1912,13806.0,13806.0,Balbriggan Rural,267002032
1829,1913,13869.0,13869.0,Skerries,267123015
1830,1914,13870.0,13870.0,Skerries,267123010
1831,1915,13884.0,13884.0,Skerries,267123021
1832,1916,13885.0,13885.0,Skerries,267123017
1833,1917,13886.0,13886.0,Skerries,267123004
1834,1918,14001.0,14001.0,Dalkey-Bullock,267063006
1836,1920,14002.0,14002.0,Blanchardstown-Delwood,267031007
1837,1921,14003.0,14003.0,Blanchardstown-Blakestown,267028086
1838,1922,14004.0,14004.0,Dún Laoghaire-East Central,267067002
1840,1924,14005.0,14005.0,Dalkey Upper,267061006
1841,1925,14006.0,14006.0,Dalkey Upper,267061004
1842,1926,14007.0,14007.0,Dún Laoghaire-Sandycove,267076001
1843,1927,14009.0,14009.0,Lucan-St. Helen's,267103021
1844,1928,14010.0,14010.0,Lucan-St. Helen's,267103028
1845,1929,14011.0,14011.0,Lucan-St. Helen's,267103027
1846,1930,14012.0,14012.0,Blanchardstown-Delwood,267031001
1847,1931,14013.0,14013.0,Lucan-St. Helen's,267103009
1848,1932,14014.0,14014.0,Pembroke West B,268116008
1849,1933,14015.0,14015.0,Lucan-St. Helen's,267103023
1850,1934,14016.0,14016.0,Lucan Heights,267101002
1851,1935,14017.0,14017.0,Blanchardstown-Delwood,267031016
1852,1936,14018.0,14018.0,Lucan-St. Helen's,267103008
1853,1937,14019.0,14019.0,Lucan-St. Helen's,267103007
1854,1938,14020.0,14020.0,Lucan-Esker,267100036
1855,1939,14021.0,14021.0,Lucan-Esker,267100073
1856,1940,14022.0,14022.0,Clontarf East A,268041013
1857,1941,14023.0,14023.0,Pembroke West A,268115005
1858,1942,14024.0,14024.0,Pembroke West A,268115013
1859,1943,14025.0,14025.0,Pembroke West A,268115014
1860,1944,14026.0,14026.0,Pembroke West A,268115004
1861,1945,14027.0,14027.0,Pembroke East A,268110006
1862,1946,14028.0,14028.0,Pembroke East A,268110008
1863,1947,14029.0,14029.0,Pembroke East A,268110017
1864,1948,14030.0,14030.0,Blackrock-Booterstown,267019014
1865,1949,14031.0,14031.0,Lucan-St. Helen's,267103031
1866,1950,14032.0,14032.0,Lucan Heights,267101016
1867,1951,14033.0,14033.0,Lucan Heights,267101003
1868,1952,14034.0,14034.0,Clontarf East A,268041003
1869,1953,14035.0,14035.0,Clontarf East A,268041005
1870,1954,14036.0,14036.0,Dalkey-Bullock,267063001
1871,1955,14037.0,14037.0,Dún Laoghaire-Sandycove,267076006
1873,1957,14038.0,14038.0,Pembroke East D,268113017/02
1874,1958,14039.0,14039.0,Dún Laoghaire-Sallynoggin West,267074006/03
1875,1959,14040.0,14040.0,Dún Laoghaire-Sallynoggin West,267074006/02
1876,1960,14041.0,14041.0,Dún Laoghaire-Glenageary,267069002
1877,1961,14042.0,14042.0,Dún Laoghaire-Mount Town,267071005
1878,1962,14043.0,14043.0,Dún Laoghaire-West Central,267077006
1879,1963,14046.0,14046.0,Dún Laoghaire-Sandycove,267076004
1881,1965,14047.0,14047.0,Dún Laoghaire-Sandycove,267076010
1882,1966,14048.0,14048.0,Dalkey-Bullock,267063005
1884,1968,14049.0,14049.0,Lucan-St. Helen's,267103029
1885,1969,14050.0,14050.0,Dún Laoghaire-Salthill,267075001
1886,1970,14051.0,14051.0,Dún Laoghaire-West Central,267077004
1887,1971,14052.0,14052.0,Dún Laoghaire-West Central,267077001/01
1888,1972,14053.0,14053.0,Dún Laoghaire-East Central,267067001/267067012
1890,1974,14055.0,14055.0,Sutton,267130007
1891,1975,14056.0,14056.0,Sutton,267130005
1892,1978,14060.0,14060.0,Lucan-St. Helen's,267103006
1893,1979,14061.0,14061.0,Lucan Heights,267101004
1894,1980,14062.0,14062.0,Lucan-Esker,267100032
1895,1981,14063.0,14063.0,Lucan-Esker,267100056
1896,1982,14064.0,14064.0,Lucan Heights,267101015
1897,1983,14068.0,14068.0,Castleknock-Knockmaroon,267040044
1898,1984,14069.0,14069.0,Castleknock-Knockmaroon,267040003
1899,1985,14070.0,14070.0,Castleknock-Knockmaroon,267040027
1900,1986,14071.0,14071.0,South Dock,268143024
